where	result	detail
校验报告.md:1134 契约/送料引用/LF147	通过	结构、证据边界文字核对
校验报告.md:1135 满速独占/计划标记/LF147	通过	逐LF满速标记
校验报告.md:1136 契约/端口身份/LF147	通过	结构、证据边界文字核对
校验报告.md:1137 端口速率/记录/LF147	通过	端口速率独立复算
校验报告.md:1138 契约/实际速率/LF147	通过	结构、证据边界文字核对
校验报告.md:1139 契约/运输占位/LF147	通过	结构、证据边界文字核对
校验报告.md:1140 契约/送料身份/LF148	通过	结构、证据边界文字核对
校验报告.md:1141 契约/送料引用/LF148	通过	结构、证据边界文字核对
校验报告.md:1142 满速独占/计划标记/LF148	通过	逐LF满速标记
校验报告.md:1143 契约/端口身份/LF148	通过	结构、证据边界文字核对
校验报告.md:1144 端口速率/记录/LF148	通过	端口速率独立复算
校验报告.md:1145 契约/实际速率/LF148	通过	结构、证据边界文字核对
校验报告.md:1146 契约/运输占位/LF148	通过	结构、证据边界文字核对
校验报告.md:1147 契约/送料身份/LF149	通过	结构、证据边界文字核对
校验报告.md:1148 契约/送料引用/LF149	通过	结构、证据边界文字核对
校验报告.md:1149 满速独占/计划标记/LF149	通过	逐LF满速标记
校验报告.md:1150 契约/端口身份/LF149	通过	结构、证据边界文字核对
校验报告.md:1151 端口速率/记录/LF149	通过	端口速率独立复算
校验报告.md:1152 契约/实际速率/LF149	通过	结构、证据边界文字核对
校验报告.md:1153 契约/运输占位/LF149	通过	结构、证据边界文字核对
校验报告.md:1154 契约/送料身份/LF150	通过	结构、证据边界文字核对
校验报告.md:1155 契约/送料引用/LF150	通过	结构、证据边界文字核对
校验报告.md:1156 满速独占/计划标记/LF150	通过	逐LF满速标记
校验报告.md:1157 契约/端口身份/LF150	通过	结构、证据边界文字核对
校验报告.md:1158 端口速率/记录/LF150	通过	端口速率独立复算
校验报告.md:1159 契约/实际速率/LF150	通过	结构、证据边界文字核对
校验报告.md:1160 契约/运输占位/LF150	通过	结构、证据边界文字核对
校验报告.md:1161 契约/送料身份/LF151	通过	结构、证据边界文字核对
校验报告.md:1162 契约/送料引用/LF151	通过	结构、证据边界文字核对
校验报告.md:1163 满速独占/计划标记/LF151	通过	逐LF满速标记
校验报告.md:1164 契约/端口身份/LF151	通过	结构、证据边界文字核对
校验报告.md:1165 端口速率/记录/LF151	通过	端口速率独立复算
校验报告.md:1166 契约/实际速率/LF151	通过	结构、证据边界文字核对
校验报告.md:1167 契约/运输占位/LF151	通过	结构、证据边界文字核对
校验报告.md:1168 契约/送料身份/LF152	通过	结构、证据边界文字核对
校验报告.md:1169 契约/送料引用/LF152	通过	结构、证据边界文字核对
校验报告.md:1170 满速独占/计划标记/LF152	通过	逐LF满速标记
校验报告.md:1171 契约/端口身份/LF152	通过	结构、证据边界文字核对
校验报告.md:1172 端口速率/记录/LF152	通过	端口速率独立复算
校验报告.md:1173 契约/实际速率/LF152	通过	结构、证据边界文字核对
校验报告.md:1174 契约/运输占位/LF152	通过	结构、证据边界文字核对
校验报告.md:1175 契约/送料身份/LF153	通过	结构、证据边界文字核对
校验报告.md:1176 契约/送料引用/LF153	通过	结构、证据边界文字核对
校验报告.md:1177 满速独占/计划标记/LF153	通过	逐LF满速标记
校验报告.md:1178 契约/端口身份/LF153	通过	结构、证据边界文字核对
校验报告.md:1179 端口速率/记录/LF153	通过	端口速率独立复算
校验报告.md:1180 契约/实际速率/LF153	通过	结构、证据边界文字核对
校验报告.md:1181 契约/运输占位/LF153	通过	结构、证据边界文字核对
校验报告.md:1182 契约/送料身份/LF154	通过	结构、证据边界文字核对
校验报告.md:1183 契约/送料引用/LF154	通过	结构、证据边界文字核对
校验报告.md:1184 满速独占/计划标记/LF154	通过	逐LF满速标记
校验报告.md:1185 契约/端口身份/LF154	通过	结构、证据边界文字核对
校验报告.md:1186 端口速率/记录/LF154	通过	端口速率独立复算
校验报告.md:1187 契约/实际速率/LF154	通过	结构、证据边界文字核对
校验报告.md:1188 契约/运输占位/LF154	通过	结构、证据边界文字核对
校验报告.md:1189 契约/送料身份/LF155	通过	结构、证据边界文字核对
校验报告.md:1190 契约/送料引用/LF155	通过	结构、证据边界文字核对
校验报告.md:1191 满速独占/计划标记/LF155	通过	逐LF满速标记
校验报告.md:1192 契约/端口身份/LF155	通过	结构、证据边界文字核对
校验报告.md:1193 端口速率/记录/LF155	通过	端口速率独立复算
校验报告.md:1194 契约/实际速率/LF155	通过	结构、证据边界文字核对
校验报告.md:1195 契约/运输占位/LF155	通过	结构、证据边界文字核对
校验报告.md:1196 契约/送料身份/LF156	通过	结构、证据边界文字核对
校验报告.md:1197 契约/送料引用/LF156	通过	结构、证据边界文字核对
校验报告.md:1198 满速独占/计划标记/LF156	通过	逐LF满速标记
校验报告.md:1199 契约/端口身份/LF156	通过	结构、证据边界文字核对
校验报告.md:1200 端口速率/记录/LF156	通过	端口速率独立复算
校验报告.md:1201 契约/实际速率/LF156	通过	结构、证据边界文字核对
校验报告.md:1202 契约/运输占位/LF156	通过	结构、证据边界文字核对
校验报告.md:1203 契约/送料身份/LF157	通过	结构、证据边界文字核对
校验报告.md:1204 契约/送料引用/LF157	通过	结构、证据边界文字核对
校验报告.md:1205 满速独占/计划标记/LF157	通过	逐LF满速标记
校验报告.md:1206 契约/端口身份/LF157	通过	结构、证据边界文字核对
校验报告.md:1207 端口速率/记录/LF157	通过	端口速率独立复算
校验报告.md:1208 契约/实际速率/LF157	通过	结构、证据边界文字核对
校验报告.md:1209 契约/运输占位/LF157	通过	结构、证据边界文字核对
校验报告.md:1210 契约/送料身份/LF158	通过	结构、证据边界文字核对
校验报告.md:1211 契约/送料引用/LF158	通过	结构、证据边界文字核对
校验报告.md:1212 满速独占/计划标记/LF158	通过	逐LF满速标记
校验报告.md:1213 契约/端口身份/LF158	通过	结构、证据边界文字核对
校验报告.md:1214 端口速率/记录/LF158	通过	端口速率独立复算
校验报告.md:1215 契约/实际速率/LF158	通过	结构、证据边界文字核对
校验报告.md:1216 契约/运输占位/LF158	通过	结构、证据边界文字核对
校验报告.md:1217 契约/送料身份/LF159	通过	结构、证据边界文字核对
校验报告.md:1218 契约/送料引用/LF159	通过	结构、证据边界文字核对
校验报告.md:1219 满速独占/计划标记/LF159	通过	逐LF满速标记
校验报告.md:1220 契约/端口身份/LF159	通过	结构、证据边界文字核对
校验报告.md:1221 端口速率/记录/LF159	通过	端口速率独立复算
校验报告.md:1222 契约/实际速率/LF159	通过	结构、证据边界文字核对
校验报告.md:1223 契约/运输占位/LF159	通过	结构、证据边界文字核对
校验报告.md:1224 契约/送料身份/LF160	通过	结构、证据边界文字核对
校验报告.md:1225 契约/送料引用/LF160	通过	结构、证据边界文字核对
校验报告.md:1226 满速独占/计划标记/LF160	通过	逐LF满速标记
校验报告.md:1227 契约/端口身份/LF160	通过	结构、证据边界文字核对
校验报告.md:1228 端口速率/记录/LF160	通过	端口速率独立复算
校验报告.md:1229 契约/实际速率/LF160	通过	结构、证据边界文字核对
校验报告.md:1230 契约/运输占位/LF160	通过	结构、证据边界文字核对
校验报告.md:1231 契约/送料身份/LF161	通过	结构、证据边界文字核对
校验报告.md:1232 契约/送料引用/LF161	通过	结构、证据边界文字核对
校验报告.md:1233 满速独占/计划标记/LF161	通过	逐LF满速标记
校验报告.md:1234 契约/端口身份/LF161	通过	结构、证据边界文字核对
校验报告.md:1235 端口速率/记录/LF161	通过	端口速率独立复算
校验报告.md:1236 契约/实际速率/LF161	通过	结构、证据边界文字核对
校验报告.md:1237 契约/运输占位/LF161	通过	结构、证据边界文字核对
校验报告.md:1238 契约/送料身份/LF162	通过	结构、证据边界文字核对
校验报告.md:1239 契约/送料引用/LF162	通过	结构、证据边界文字核对
校验报告.md:1240 满速独占/计划标记/LF162	通过	逐LF满速标记
校验报告.md:1241 契约/端口身份/LF162	通过	结构、证据边界文字核对
校验报告.md:1242 端口速率/记录/LF162	通过	端口速率独立复算
校验报告.md:1243 契约/实际速率/LF162	通过	结构、证据边界文字核对
校验报告.md:1244 契约/运输占位/LF162	通过	结构、证据边界文字核对
校验报告.md:1245 契约/送料身份/LF163	通过	结构、证据边界文字核对
校验报告.md:1246 契约/送料引用/LF163	通过	结构、证据边界文字核对
校验报告.md:1247 满速独占/计划标记/LF163	通过	逐LF满速标记
校验报告.md:1248 契约/端口身份/LF163	通过	结构、证据边界文字核对
校验报告.md:1249 端口速率/记录/LF163	通过	端口速率独立复算
校验报告.md:1250 契约/实际速率/LF163	通过	结构、证据边界文字核对
校验报告.md:1251 契约/运输占位/LF163	通过	结构、证据边界文字核对
校验报告.md:1252 契约/送料身份/LF164	通过	结构、证据边界文字核对
校验报告.md:1253 契约/送料引用/LF164	通过	结构、证据边界文字核对
校验报告.md:1254 满速独占/计划标记/LF164	通过	逐LF满速标记
校验报告.md:1255 契约/端口身份/LF164	通过	结构、证据边界文字核对
校验报告.md:1256 端口速率/记录/LF164	通过	端口速率独立复算
校验报告.md:1257 契约/实际速率/LF164	通过	结构、证据边界文字核对
校验报告.md:1258 契约/运输占位/LF164	通过	结构、证据边界文字核对
校验报告.md:1259 契约/送料身份/LF165	通过	结构、证据边界文字核对
校验报告.md:1260 契约/送料引用/LF165	通过	结构、证据边界文字核对
校验报告.md:1261 满速独占/计划标记/LF165	通过	逐LF满速标记
校验报告.md:1262 契约/端口身份/LF165	通过	结构、证据边界文字核对
校验报告.md:1263 端口速率/记录/LF165	通过	端口速率独立复算
校验报告.md:1264 契约/实际速率/LF165	通过	结构、证据边界文字核对
校验报告.md:1265 契约/运输占位/LF165	通过	结构、证据边界文字核对
校验报告.md:1266 契约/送料身份/LF166	通过	结构、证据边界文字核对
校验报告.md:1267 契约/送料引用/LF166	通过	结构、证据边界文字核对
